feature,WEEK_NUM,iv,iv_cv
APPLPREV_1__creationdate_885D__MAX_GAP,31,0.034466146100113094,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,32,0.07969708915398718,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,33,0.0342221654062458,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,34,0.03326980310714933,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,35,0.02374917796530053,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,36,0.04800829787703561,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,37,0.06613631167465508,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,38,0.054398516431732005,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,39,0.06034280321822445,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,40,0.04865800257455226,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,41,0.036263096300030565,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,42,0.06188723636966076,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,43,0.04849602932231775,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,44,0.038012769330834556,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,45,0.08005851644956974,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,46,0.08074666583401269,0.42693195295919395
